"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Xanara Spa Peluquería","096 220 4729","","5","13","","ninguno","","true","Peluquería","VIVA PLAZA- Los Arupos, y y Ruta Viva, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Xanara+Spa+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59746ebd86231:0xb74a04560f39bef4!8m2!3d-0.2223775!4d-78.4031329!16s%2Fg%2F11zbp1x_gx!19sChIJMWLY60aX1ZER9L45D1YESrc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"REFLEJOS PELUQUERIA","(02) 210-0145","","4.5","67","","ninguno","","true","Peluquería","Av. Oswaldo Guayasamín Oe2-50, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/REFLEJOS+PELUQUERIA/data=!4m7!3m6!1s0x91d59149fd494d19:0x76792b9e1c7902d0!8m2!3d-0.2147394!4d-78.4069062!16s%2Fg%2F11grvjs8ll!19sChIJGU1J_UmR1ZER0AJ5HJ4reXY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Armory Peluqueros","098 454 1965","","4.5","42","","ninguno","","true","Peluquería","Río Agoyan, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Armory+Peluqueros/data=!4m7!3m6!1s0x91d5936cfe4c614f:0x83cfb6ff23c4c829!8m2!3d-0.2046109!4d-78.378101!16s%2Fg%2F11ght3b54d!19sChIJT2FM_myT1ZERKcjEI_-2z4M?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barbería Ricardo Hair Cuts Barbiere","098 494 3298","","4.8","243","http://www.ricardohaircutsbarbiere.com/","sitio_propio","","false","Barbería","Juan Montalvo S3-120 y, Rita Lecumberry 170902, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Barber%C3%ADa+Ricardo+Hair+Cuts+Barbiere/data=!4m7!3m6!1s0x91d591bcecaf0207:0x9ca6e7862a889d7d!8m2!3d-0.2165833!4d-78.4074856!16s%2Fg%2F11h80c1x1f!19sChIJBwKv7LyR1ZERfZ2IKobnppw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"De pelos con Lily","098 909 9254","","4.9","7","","ninguno","","true","Peluquería","Ecuador, Quito, Tumbaco Calle Rosa Zarate, y y Norberto Salazar, Quito","Tumbaco, Quito","https://www.google.com/maps/place/De+pelos+con+Lily/data=!4m7!3m6!1s0x91d5917a856957f1:0x288174a80e0f8ebe!8m2!3d-0.2081326!4d-78.3983624!16s%2Fg%2F11mvm6ns8b!19sChIJ8VdphXqR1ZERvo4PDqh0gSg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Elegance Studio Barber & Nails","098 277 4030","","4.9","23","","ninguno","","true","Peluquería","Simón Bolívar oe-216 y, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Elegance+Studio+Barber+%26+Nails/data=!4m7!3m6!1s0x91d5919aa26d24e7:0x28f45f0f8bbede68!8m2!3d-0.211583!4d-78.4052591!16s%2Fg%2F11k4431gyg!19sChIJ5yRtopqR1ZERaN6-iw9f9Cg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Estilos Díaz Peluquería","099 324 4473","","4.9","7","https://facebook.com/estilosdiazpeluqueria2","solo_red_social","","true","Peluquería","Oswaldo Guayasamin, y Rodriguez y Rodrigo Nuñez OE4-58, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Estilos+D%C3%ADaz+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d5919ffb9856ab:0x5ab38fef61c37a86!8m2!3d-0.2121322!4d-78.4102513!16s%2Fg%2F11t85b3tdh!19sChIJq1aY-5-R1ZERhnrDYe-Ps1o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Marilyn Studio (Tumbaco)","098 424 4735","","4.4","53","http://www.marilynstudio.es/","sitio_propio","2025","false","Centro de estética","Fray Gonzalo de Vera y Gonzalo Pizarro OE1-127, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Marilyn+Studio+%28Tumbaco%29/data=!4m7!3m6!1s0x91d5912e203e1cc1:0x519cd3ffb9dc3052!8m2!3d-0.2146732!4d-78.4047093!16s%2Fg%2F11h7z8jqf_!19sChIJwRw-IC6R1ZERUjDcuf_TnFE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Alicia Pozo Peluqueria","099 436 9883","","5","22","https://bit.ly/CalendarioAliciaPozoPeluquer%C3%ADa","sitio_propio","","false","Peluquería","Francisco de Orellana y y, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Alicia+Pozo+Peluqueria/data=!4m7!3m6!1s0x91d59104a05b7c43:0xa9ad864e6f039646!8m2!3d-0.2116258!4d-78.4068348!16s%2Fg%2F11rwr0j2md!19sChIJQ3xboASR1ZERRpYDb06Grak?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Color Lab Spa","095 945 0682","","4.3","10","","ninguno","","true","Peluquería","Abdón Calderón y Vicente Rocafuerte &, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Color+Lab+Spa/data=!4m7!3m6!1s0x91d591647c057879:0x983428d3d07e44ad!8m2!3d-0.2107528!4d-78.4050575!16s%2Fg%2F11lky8dbsp!19sChIJeXgFfGSR1ZERrUR-0NMoNJg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería fusion","099 267 7088","","4.6","18","","ninguno","","true","Peluquería","QHQW+FFC, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+fusion/data=!4m7!3m6!1s0x91d5913827d56b11:0x3d46d4458d031644!8m2!3d-0.211306!4d-78.4038543!16s%2Fg%2F11jxrqv33r!19sChIJEWvVJziR1ZERRBYDjUXURj0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"J&A barber studio","099 564 6384","","5","6","","ninguno","","true","Barbería","170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/J%26A+barber+studio/data=!4m7!3m6!1s0x91d5913680c3daff:0x15ccc9004af65393!8m2!3d-0.2123566!4d-78.4053574!16s%2Fg%2F11zfr24d4t!19sChIJ_9rDgDaR1ZERk1P2SgDJzBU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"NG Barber Studio","096 390 2450","","5","20","https://ng-barberstudio.netlify.app/","sitio_propio","","false","Barbería","Parroquia Tumbaco del cantón, Calle Rio San Pedro E7 167 y, Av. Oswaldo Guayasamín Km. 18, 170124 Quito","Tumbaco, Quito","https://www.google.com/maps/place/NG+Barber+Studio/data=!4m7!3m6!1s0x91d5933ba47de5bf:0x1e71ba3dacbb7647!8m2!3d-0.19978!4d-78.3751111!16s%2Fg%2F11zcv5ftd4!19sChIJv-V9pDuT1ZERR3a7rD26cR4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"MEN’S BARBER & ACADEMY - TUMBACO","098 851 3030","mensuiospa@gmail.com","4.8","35","https://mensecuador.com/","sitio_propio","2026","false","Barbería","Hilacril plaza, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/MEN%E2%80%99S+BARBER+%26+ACADEMY+-+TUMBACO/data=!4m7!3m6!1s0x91d5938da6522f83:0x709743b1571b29a5!8m2!3d-0.2001261!4d-78.3761331!16s%2Fg%2F11wvm0pq1_!19sChIJgy9Spo2T1ZERpSkbV7FDl3A?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Corte Y Color","098 485 9357","","3.7","6","","ninguno","","true","Peluquería","QHQW+PXQ, Gonzalo Pizarro, S/N, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Corte+Y+Color/data=!4m7!3m6!1s0x91d59148a0f82197:0x197ed8c0ccf7c718!8m2!3d-0.2106631!4d-78.4025084!16s%2Fg%2F11ffv14njq!19sChIJlyH4oEiR1ZERGMf3zMDYfhk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Eduard Studio","098 384 4199","","5","39","https://www.instagram.com/barbero_eduar?igsh=MTJmY2djb3FkNmgzaA==&utm_source=qr","solo_red_social","","true","Barbería","170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Eduard+Studio/data=!4m7!3m6!1s0x91d5911060dc86f5:0x56302ce8b6525af2!8m2!3d-0.2126275!4d-78.395659!16s%2Fg%2F11mk_c1yn_!19sChIJ9YbcYBCR1ZER8lpStugsMFY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Il Salone","","","4.8","12","","ninguno","","true","Peluquería","Gonzalo Díaz de Pineda 1-122, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Il+Salone/data=!4m7!3m6!1s0x91d59123871e8ce1:0xc1e0696ecda1ad93!8m2!3d-0.2108604!4d-78.4063373!16s%2Fg%2F11jzf44k4j!19sChIJ4YwehyOR1ZERk62hzW5p4ME?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Freddy Look","(02) 334-5454","","3.9","14","","ninguno","","true","Barbería","Av. Oswaldo Guayasamín Oe2-09, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Freddy+Look/data=!4m7!3m6!1s0x91d59149fba60e89:0x9aa1a5b498464e91!8m2!3d-0.2142674!4d-78.4050566!16s%2Fg%2F11grr974ny!19sChIJiQ6m-0mR1ZERkU5GmLSloZo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Kadi Spa","(02) 237-4021","kadypelu92@gmail.com","4.2","25","http://www.kadispa.ec/","sitio_propio","","false","Spa de día","Francisco de Orellana y Vicente Rocafuerte Oe2-143 y, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Kadi+Spa/data=!4m7!3m6!1s0x91d59136e3a5ecc3:0x30d12242ccae87e9!8m2!3d-0.2122533!4d-78.4058746!16s%2Fg%2F12mkvn41q!19sChIJw-yl4zaR1ZER6YeuzEIi0TA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"PELUQUERÍA CANINA ""PELUDITOS TUMBACO""","098 750 3650","","4.1","70","https://www.instagram.com/peluditostumbaco/","solo_red_social","","true","Peluquería","QHPV+G99 Eugenio Espejo, y y Francisco de Orellana, Quito","Tumbaco, Quito","https://www.google.com/maps/place/PELUQUER%C3%8DA+CANINA+%22PELUDITOS+TUMBACO%22/data=!4m7!3m6!1s0x91d591135e3ef21f:0xc85a91378090c95!8m2!3d-0.2127494!4d-78.4043737!16s%2Fg%2F11pyz5ggfh!19sChIJH_I-XhOR1ZERlQwJeBOphQw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Sohoo Peluquería","098 345 4726","","5","7","","ninguno","","true","Peluquería","Juan Coello s5-92, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Sohoo+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d591f55529a8f7:0xda71a88c237911af!8m2!3d-0.2166546!4d-78.4175211!16s%2Fg%2F11ww4wv2mr!19sChIJ96gpVfWR1ZERrxF5I4yocdo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Carlos Zuluaga Peluquería","(02) 237-3035","","3.7","7","","ninguno","","true","Peluquería","QHQM+GMP, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Carlos+Zuluaga+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d591307c92784b:0x46173b0732e70c02!8m2!3d-0.2111732!4d-78.4157833!16s%2Fg%2F11bxdz_lgh!19sChIJS3iSfDCR1ZERAgznMgc7F0Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Yoli","(02) 235-7412","","4.9","7","","ninguno","","true","Barbería","Sergio Pazmiño E7-05, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Yoli/data=!4m7!3m6!1s0x91d591590e395903:0x7c9c9e76e5d79db0!8m2!3d-0.2078664!4d-78.3880146!16s%2Fg%2F11gw36skwm!19sChIJA1k5DlmR1ZERsJ3X5XaenHw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ventura Mall","(02) 237-3354","recepcion@venturamall.net","4.2","5473","https://venturamall.net/","sitio_propio","","false","Centro comercial","Av. Oswaldo Guayasamín 1/2, Km. 14, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Ventura+Mall/data=!4m7!3m6!1s0x91d591308011eccd:0x5ce5b7c29baf5e42!8m2!3d-0.2107223!4d-78.4154956!16s%2Fg%2F1hdz952t5!19sChIJzewRgDCR1ZERQl6vm8K35Vw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Todo para el Estilista Tumbaco","237-7408","todoparaelestilista@hotmail.com","3.3","10","https://todoparaelestilista.wixsite.com/boutiquedistributor?fbclid=IwAR0z5oEY2ab1yy9G7PsY5RB-7AmlUgseQpbaU2dgERAvwv135m-lH02fl14","sitio_propio","","false","Tienda de productos de belleza","Av. Oswadlo Guayasamin, y y Gonzalo Pizarro, Quito","Tumbaco, Quito","https://www.google.com/maps/place/Todo+para+el+Estilista+Tumbaco/data=!4m7!3m6!1s0x91d5914ee4c58f65:0x56cca0a655420385!8m2!3d-0.2156877!4d-78.4047173!16s%2Fg%2F11y39j5lxd!19sChIJZY_F5E6R1ZERhQNCVaagzFY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"RUBI ALAVA ESTETICA (TUMBACO)","096 899 4866","","4.9","30","","ninguno","","true","Esteticista","Gonzalo Díaz de Pineda &, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/RUBI+ALAVA+ESTETICA+%28TUMBACO%29/data=!4m7!3m6!1s0x91d591eea3083913:0xd7a76998a930db10!8m2!3d-0.21205!4d-78.4069079!16s%2Fg%2F11stvhm_td!19sChIJEzkIo-6R1ZERENswqZhpp9c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"TOP PET SPA tumbaco","098 301 4142","","5","6","https://www.instagram.com/top_petspa?igsh=YzljYTk1ODg3Zg==","solo_red_social","","true","Peluquero de mascotas","170902, Quito","Tumbaco, Quito","https://www.google.com/maps/place/TOP+PET+SPA+tumbaco/data=!4m7!3m6!1s0x91d5911fd8959cc9:0xd7fdd65127b80af7!8m2!3d-0.2106843!4d-78.409552!16s%2Fg%2F11x2pgst90!19sChIJyZyV2B-R1ZER9wq4J1HW_dc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Patitas Grooming Spa","096 737 9425","","5","32","http://patitasgroomingspa.com/","sitio_propio","","true","Peluquero de mascotas","Ventura Mall, Av. Oswaldo Guayasamín 1/2, Quito 170903, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Patitas+Grooming+Spa/data=!4m7!3m6!1s0x91d5913f2842a3ff:0x85fe63e2da651bf9!8m2!3d-0.2110267!4d-78.4154675!16s%2Fg%2F11v675jsfq!19sChIJ_6NCKD-R1ZER-Rtl2uJj_oU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Diosas nails & spa","098 332 3319","","4.7","29","https://wa.me/message/IKRP5IXTC2ISH1","solo_red_social","","true","Centro de estética","La Cerámica y t, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Diosas+nails+%26+spa/data=!4m7!3m6!1s0x91d5916ae7fa6503:0xb726dd100bd07114!8m2!3d-0.2185874!4d-78.3940047!16s%2Fg%2F11tmrf5wl9!19sChIJA2X652qR1ZERFHHQCxDdJrc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pet Beauty","098 202 3123","","5","47","","ninguno","","true","Peluquero de mascotas","El Carrizal y Av. Oswaldo Guayasamín E9-162 y, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Pet+Beauty/data=!4m7!3m6!1s0x91d593efc9e0353b:0xc8a20922278fb932!8m2!3d-0.2096376!4d-78.3781415!16s%2Fg%2F11ygwf7w5q!19sChIJOzXgye-T1ZERMrmPJyIJosg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"C.D. Peluquería y masajes servicio a domicilio César Barrera","097 900 1370","","4.7","9","https://sites.google.com/view/peluqueriaymasajes/p%C3%A1gina-principal?authuser=3","sitio_propio","","false","Peluquería","170513 Quito","Tumbaco, Quito","https://www.google.com/maps/place/C.D.+Peluquer%C3%ADa+y+masajes+servicio+a+domicilio+C%C3%A9sar+Barrera/data=!4m7!3m6!1s0x91d59a9de06a502d:0xfacddf4b21d0545e!8m2!3d-0.21986!4d-78.4009062!16s%2Fg%2F11b6gq0jw1!19sChIJLVBq4J2a1ZERXlTQIUvfzfo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"PetSquad Spa de Mascotas Tumbaco","097 870 1706","","4.7","15","https://www.instagram.com/petsquad.ec","solo_red_social","","true","Peluquero de mascotas","Av. Oswaldo Guayasamín, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/PetSquad+Spa+de+Mascotas+Tumbaco/data=!4m7!3m6!1s0x91d591f26e31956d:0x162fe722a91f4e3f!8m2!3d-0.2154386!4d-78.3948491!16s%2Fg%2F11wfc7hq1y!19sChIJbZUxbvKR1ZERP04fqSLnLxY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Serena - Spa & Peluquería","098 537 3059","","4.8","6","https://www.instagram.com/serena_stetictumbaco?igsh=MXV2MmZpZHF4cnVvbg%3D%3D&utm_source=qr","solo_red_social","","true","Spa","Tumbaco, la morita 2, calle de las moras, y y De las Almendras, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Serena+-+Spa+%26+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59739958eb83f:0xd98003c839672a88!8m2!3d-0.2235383!4d-78.3846467!16s%2Fg%2F11xng1lz3w!19sChIJP7iOlTmX1ZERiCpnOcgDgNk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Dread Lion's","098 786 9108","","5","6","","ninguno","","true","Barbería","Edifici9 Centauro , Segundo Piso, Calle Fray Gonzalo de vera, Tumtbaco S/N, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Dread+Lion%27s/data=!4m7!3m6!1s0x91d59149ea306635:0xd32d5d1b1f84452f!8m2!3d-0.2142392!4d-78.4058937!16s%2Fg%2F11grvk0_bv!19sChIJNWYw6kmR1ZERL0WEHxtdLdM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Arte y Tijeras.Capacitación y Certificación","099 290 7035","","5","17","https://www.linkedin.com/company/arte-y-tijeras-s-a-s/?viewAsMember=true","sitio_propio","","false","Escuela de peluquería","Av. Oswaldo Guayasamín 1/2, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Arte+y+Tijeras.Capacitaci%C3%B3n+y+Certificaci%C3%B3n/data=!4m7!3m6!1s0x91d5910110b199cf:0x9ce8b21e3a380276!8m2!3d-0.2110267!4d-78.4154675!16s%2Fg%2F11p06nkr40!19sChIJz5mxEAGR1ZERdgI4Oh6y6Jw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Siempre Bella 💕💈","099 870 7923","","5","22","","ninguno","","true","Tienda de belleza y salud","Gonzalo Pizarro, GRAL y Antonio José de Sucre N2-92, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Siempre+Bella+%F0%9F%92%95%F0%9F%92%88/data=!4m7!3m6!1s0x91d591e684cbe537:0x492c14e9f981a7e8!8m2!3d-0.2110958!4d-78.4025689!16s%2Fg%2F11q9h3ylq_!19sChIJN-XLhOaR1ZER6KeB-ekULEk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Lula peluquería","098 330 9785","","3.3","33","","ninguno","","true","Peluquería","Aurelio Dávila Cajas 48, 170184","Tumbaco, Quito","https://www.google.com/maps/place/Lula+peluquer%C3%ADa/data=!4m7!3m6!1s0x91d593ddf3bb702d:0x962af2736bcfe2aa!8m2!3d-0.1909644!4d-78.3829343!16s%2Fg%2F11r9v_2277!19sChIJLXC7892T1ZERquLPa3PyKpY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"""Mis Uñas Peluquería","098 376 3056","","4.3","6","","ninguno","","true","Centro de estética","Juan Montalvo y Av. Oswaldo Guayasamín S2-156 y, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/%22Mis+U%C3%B1as+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d591ec62dab55f:0x2f52f58fb0e963af!8m2!3d-0.215349!4d-78.4066226!16s%2Fg%2F11pdz26m52!19sChIJX7XaYuyR1ZERr2PpsI_1Ui8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"HiPets","096 789 7626","","5","12","","ninguno","","true","Peluquero de mascotas","Gaspar de carvajal, y y Pje. Pons, 170901 Quito","Tumbaco, Quito","https://www.google.com/maps/place/HiPets/data=!4m7!3m6!1s0x91d59127a83b3aab:0x8138f31a87b59ff7!8m2!3d-0.2192177!4d-78.4057954!16s%2Fg%2F11nhbldhb2!19sChIJqzo7qCeR1ZER95-1hxrzOIE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pet’s Republic Ec","(02) 237-0660","","4.5","65","","ninguno","","true","Tienda de productos para mascotas","Av. OSwaldo Guayasamin, y y Eugenio Espejo, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Pet%E2%80%99s+Republic+Ec/data=!4m7!3m6!1s0x91d591ec3822cd95:0xee8211752bf62060!8m2!3d-0.2150133!4d-78.4053972!16s%2Fg%2F11h6nq0q8w!19sChIJlc0iOOyR1ZERYCD2K3URgu4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"El Perro Sabio","099 283 5586","","5","29","https://el-perro-sabio.negocio.site/?utm_source=gmb&utm_medium=referral","sitio_propio","","false","Peluquero de mascotas","Ciclovia junto a Plaza Magnolia, Ruta Viva km 6, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/El+Perro+Sabio/data=!4m7!3m6!1s0x91d59173b6368225:0xdce6f5126037ab43!8m2!3d-0.2218209!4d-78.4189821!16s%2Fg%2F11kl619h_v!19sChIJJYI2tnOR1ZERQ6s3YBL15tw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Gran Marcelino Plaza","099 837 7134","","4.5","215","","ninguno","","true","Centro comercial","Rodrigo Nuñez, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Gran+Marcelino+Plaza/data=!4m7!3m6!1s0x91d59192b9301839:0xffdaca751d64d40!8m2!3d-0.2123704!4d-78.4106931!16s%2Fg%2F11np7d74kk!19sChIJORgwuZKR1ZERQE3WUaes_Q8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"La Mascoteria - Tumbaco","098 686 0910","","4.9","15","http://www.lamascoteria.com.ec/","sitio_propio","","true","Cuidador de mascotas","170184 180127, 179184","Tumbaco, Quito","https://www.google.com/maps/place/La+Mascoteria+-+Tumbaco/data=!4m7!3m6!1s0x91d591d0b6b06d03:0xeeef1816ed2a13e6!8m2!3d-0.2087052!4d-78.4042006!16s%2Fg%2F11ghfqx441!19sChIJA22wttCR1ZER5hMq7RYY7-4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Mimadogs Peluquería","096 394 0679","","5","6","https://www.mimadogspeluqueria.com/","sitio_propio","2026","false","Peluquero de mascotas","Tumbaco, Via al Ilaló S5-198 y Rumihuyacco, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Mimadogs+Peluquer%C3%ADa/data=!4m7!3m6!1s0x65031c1ffef7d6d9:0xa9cee09f4ce1cd66!8m2!3d-0.2286746!4d-78.3996866!16s%2Fg%2F11nqb3scdp!19sChIJ2db3_h8cA2URZs3hTJ_gzqk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Animal Center Tumbaco","(02) 237-6745","","4.2","6","","ninguno","","true","Peluquero de mascotas","QJP6+GF3, E28C, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Animal+Center+Tumbaco/data=!4m7!3m6!1s0x91d59156c4981005:0x3a095eb20b218622!8m2!3d-0.213734!4d-78.388819!16s%2Fg%2F11clysk3w9!19sChIJBRCYxFaR1ZERIoYhC7JeCTo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Clínica Veterinaria ANIMAL HELP","099 678 3751","","4.8","132","https://animal-help-veterinaria.amawebs.com/","sitio_propio","2026","false","Veterinario","a Collaqui, Gonzalo Pizarro y Gral. Eloy Alfaro &, 170903 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Cl%C3%ADnica+Veterinaria+ANIMAL+HELP/data=!4m7!3m6!1s0x91d59145eb3076e1:0x76a6a2a2d9b407bf!8m2!3d-0.2039815!4d-78.4001518!16s%2Fg%2F11gyqb8rn3!19sChIJ4XYw60WR1ZERvwe02aKipnY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"ACADEMIA DE BELLEZA CEFAPTU","(02) 204-4020","","3.5","6","","ninguno","","true","Academia de estética","QJXF+6X6, Río Agoyan, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/ACADEMIA+DE+BELLEZA+CEFAPTU/data=!4m7!3m6!1s0x91d593e7851a5eaf:0x76114a9ae82a84ec!8m2!3d-0.2019675!4d-78.375119!16s%2Fg%2F11gsbhhggf!19sChIJr14aheeT1ZER7IQq6JpKEXY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
